Id,Title,Body,ImageURLs
77715020,How can I solve this problem in Visual Studio?," How can I solve this problem in Visual Studio? When I try to create a new class, it gives the same error ",['https://i.sstatic.net/PR0W7.png']
77714605,Strange Behaviour of C," I am learning c language and am trying to put values into the character array of size 10 through while loop. But strangely the scanf part of loop body is working for every 2nd iteration only. I am attaching the screenshot. Please anyone tell me what is the mistake that i made. The code: #include<stdio.h> main() {     char str[10],ch;printf(""please enter the first element:"");     scanf(""%c"",&ch);     int count=0;//insertion of element into the array     while((count<10) && (ch!=EOF))     {         str[count]=ch;         printf(""please enter the %dth element:"",count);         scanf(""%c"",&ch);         count=count+1;     }     printf(""\ninsertion done successfully""); }   I have checked the code, but found no reason for such result and have also tried different compilers of c but ended with same result. ","['https://i.sstatic.net/fFaGp.png', 'https://i.sstatic.net/zOoqr.png']"
77710405,Switching IntelliJ Project from Java 8 to 11 gives compile error,"I try to switch from SDK 8 to SDK 11 in my IntelliJ Project as follow:  and I get the error: Error:Internal error: (java.lang.ClassNotFoundException) javax.xml.bind.annotation.XmlSchema java.lang.ClassNotFoundException: javax.xml.bind.annotation.XmlSchema at java.base/java.net.URLClassLoader.findClass(URLClassLoader.java:476) at java.base/java.lang.ClassLoader.loadClass(ClassLoader.java:588) at java.base/java.lang.ClassLoader.loadClass(ClassLoader.java:521) at com.android.repository.api.SchemaModule$SchemaModuleVersion.(SchemaModule.java:157) at com.android.repository.api.SchemaModule.(SchemaModule.java:76) at com.android.sdklib.repository.AndroidSdkHandler.(AndroidSdkHandler.java:82) at org.jetbrains.jps.android.AndroidJpsUtil.getAndroidTarget(AndroidJpsUtil.java:405) at org.jetbrains.jps.android.AndroidJpsUtil.getAndroidPlatform(AndroidJpsUtil.java:481) at org.jetbrains.jps.android.builder.AndroidPackagingBuildTarget.doComputeRootDescriptors(AndroidPackagingBuildTarget.java:70) at org.jetbrains.jps.android.builder.AndroidBuildTarget.computeRootDescriptors(AndroidBuildTarget.java:56) at org.jetbrains.jps.builders.impl.BuildRootIndexImpl.addRoots(BuildRootIndexImpl.java:72) at org.jetbrains.jps.builders.impl.BuildRootIndexImpl.(BuildRootIndexImpl.java:62) at org.jetbrains.jps.cmdline.BuildRunner.load(BuildRunner.java:83) at org.jetbrains.jps.cmdline.BuildSession.runBuild(BuildSession.java:274) at org.jetbrains.jps.cmdline.BuildSession.run(BuildSession.java:130) at org.jetbrains.jps.cmdline.BuildMain$MyMessageHandler.lambda$channelRead0$0(BuildMain.java:232) at java.base/java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1128) at java.base/java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:628) at java.base/java.lang.Thread.run(Thread.java:834) My Project maybe special, because I have also a module which references the Android-SDK, which is needed.  The proposed solutions regarding the error did not help i found in other threads. Anyone can help me? Adding additional screenshots that shows the dependency added for jaxb  ","['https://i.sstatic.net/ZG9qZ.png', 'https://i.sstatic.net/lkNZm.png', 'https://i.sstatic.net/OQXCV.png']"
77710238,"SoapUI request with SSL certificate (Error getting response; javax.net.ssl.SSLException: Unrecognized SSL message, plaintext connection?)","I have a project on Java+Spring. And there is a sertificate storage (.jks file). I set up this .jks file in my project. Now I want to make a request with the SoapUI 5.5.0 using SSL. I opened SoapUI -> File -> New Rest Project -> insert url (https://localhost:8080/my-endpoint-01) and click OK -> then gave to soapUI-project new name ""Spring Security"" Then I went to configure the SSL certificate: File -> Preferences -> SSL Settings:  Keystore: path to the storage of the keys .jks Keystore Password: password   Also in the working area of the SoapUI, at the bottom left there is a section ""Request Properties"". There is a ""SSL Keystore"" item here. I also selected my certificate store here:  Then I want to test with https request: https://localhost:8080/my-endpoint-01 but I got an error: ""Error getting response; javax.net.ssl.SSLException: Unrecognized SSL message, plaintext connection?"":  Can you explain to me, please, what I am doing wrong? ","['https://i.sstatic.net/WDeq8.jpg', 'https://i.sstatic.net/l9rJ8.jpg', 'https://i.sstatic.net/9sDhB.jpg']"
77707149,"I get an error export 'default' (imported as 'thunk') was not found in 'redux-thunk' (possible exports: thunk, withExtraArgument)","I use ""react-redux"": ""^9.0.4"", ""react-router-dom"": ""^6.21.1"", ""react-scripts"": ""5.0.1"", ""redux"": ""^5.0.0"", ""redux-thunk"": ""^3.1.0"" I want to create login with middleware in React.js with React-Redux, here is my code. // src/middleware/store.js import { createStore, applyMiddleware } from 'redux'; import thunk from 'redux-thunk'; import rootReducer from './reducers';  const guard = createStore(rootReducer, applyMiddleware(thunk));  export default guard;   // src/middleware/actions.js import axios from 'axios';  export const login = (username, password, history) => async (dispatch) => {   try {     const response = await axios.post('https://xxx-api.xxx-xxxxxxx.com/users/login', {       username,       password,     });      dispatch({       type: 'LOGIN_SUCCESS',       payload: {         user: response.data.user,       },     });      localStorage.setItem('token', response.data.data.token);          history.push('/admin/dashboard');   } catch (error) {     console.error('Login error:', error);     console.log('Gagal login');   } };  export const logout = () => (dispatch) => {   localStorage.removeItem('token');    dispatch({     type: 'LOGOUT',   }); };   // src/middleware/reducers.js import { combineReducers } from 'redux';  const initialState = {   user: null,   isAuthenticated: false, };  const authReducer = (state = initialState, action) => {   switch (action.type) {     case 'LOGIN_SUCCESS':       return {         ...state,         user: action.payload.user,         isAuthenticated: true,       };     case 'LOGIN_FAILURE':     case 'LOGOUT':       return {         ...state,         user: null,         isAuthenticated: false,       };     default:       return state;   } };  const rootReducer = combineReducers({   auth: authReducer,   // ...tambahkan reducer lain jika ada });  export default rootReducer;   // src/Router.js import React from 'react'; import { BrowserRouter as Router, Route, Routes } from 'react-router-dom'; import { Provider } from 'react-redux'; import guard from './middleware/store';  import LoginPage from './pages/login'; import DashboardPage from './pages/dashboard'; import Page404 from './pages/404';  const AppRouter = () => {   return (     <Provider store={guard}>       <Router>         <Routes>           <Route path=""/"" element={<LoginPage />} />           <Route path=""/admin/dashboard"" element={<DashboardPage />} />           <Route path=""*"" element={<Page404 />} />         </Routes>       </Router>     </Provider>   ); };  export default AppRouter;   // src/pages/login/index.js import React, { useState } from 'react'; import { useDispatch } from 'react-redux'; import { useNavigate } from 'react-router-dom'; import { login } from './../../middleware/actions';  const LoginPage = () => {   const [username, setUsername] = useState('');   const [password, setPassword] = useState('');   const dispatch = useDispatch();   const history = useNavigate();    const handleUsernameChange = (event) => {     setUsername(event.target.value);   };    const handlePasswordChange = (event) => {     setPassword(event.target.value);   };    const handleSubmit = (event) => {     event.preventDefault();     dispatch(login(username, password, history));   };    return (     <div>       <h2>Login Form</h2>       <form onSubmit={handleSubmit}>         <div className=""mb-3"">           <label htmlFor=""username"" className=""form-label"">Username:</label>           <input             type=""text""             className=""form-control""             id=""username""             value={username}             onChange={handleUsernameChange}             required           />         </div>         <div className=""mb-3"">           <label htmlFor=""password"" className=""form-label"">Password:</label>           <input             type=""password""             className=""form-control""             id=""password""             value={password}             onChange={handlePasswordChange}             required           />         </div>         <button className='btn btn-success' type=""submit"">Login</button>       </form>     </div>   ); };  export default LoginPage;   and here is the error from my code   Can you guys help me to solve the error in my project? what's wrong in my code? ","['https://i.sstatic.net/gnry4.png', 'https://i.sstatic.net/ssXXB.png']"
77703943,Responsive images with srcset and sizes,"I have responsive images with picture tag and want to use srcset and sizes. I've noticed that browser serves wrong img src. Here is codepen and html: https://codepen.io/piernik/pen/YzgzrJX <html>   <body>     <img width=""516"" height=""290"" src=""https://via.placeholder.com/516x290/ffa/000?text=loaded:%20516%20px"" class=""img-fluid rounded"" srcset=""https://via.placeholder.com/1296x730/ffa/000?text=loaded:%201296%20px 1296w, https://via.placeholder.com/1116x628/ffa/000?text=loaded:%201116%20px 1116w, https://via.placeholder.com/951x535/ffa/000?text=loaded:%20951%20px 951w, https://via.placeholder.com/696x392/ffa/000?text=loaded:%20696%20px 696w, https://via.placeholder.com/516x290/ffa/000?text=loaded:%20516%20px 516w"" sizes=""400px""/>   </body> </html>  As sizes attribute I put 400px. It means that it should take image that has 400px width. But it takes the one with 696 pixels. Why?  ",['https://i.sstatic.net/Vo9HG.png']
77701257,Node package wont run second command in Windows,"I'm running VSCode on Windows for a node application.  In my package.json file, I have the following scripts: ""dev"": ""npm run watch:ts & npm run run:nodemon"", ""run:nodemon"": ""nodemon --legacy-watch --config nodemon.json"", ""watch:ts"": ""onchange -v -i -p 100 \""./src/**/*.ts\"" -- tsc --watch""  When I run it on Linux both commands will run. npm run dev  But when I run it on Windows, only the first command works.  I changed the order and nodemon will run, but now the typescript watch won't. This is the output running the original command  This is the output when I change the order to run nodemon first  Any ideas on what could be causing this or a solution to fix it? Update Thanks to Phil, I ended up using concurrently package ""dev"": ""concurrently  \""npm run watch:ts\"" \""npm run run:nodemon\"""",  ","['https://i.sstatic.net/bAjTG.jpg', 'https://i.sstatic.net/u3G5l.jpg']"
77699859,How to inspect large and complex TypeScript types that don't fit in the popup?,"I have a type that shortens to the following when I hover over a variable. Is there a native VSCode way or an inspection tool/extension that will allow me to step into the type and possibly into each nested branch, to see what it consists of? type SupportedNetworkKeyz = {     ethereum: string;     avalanche: string;     polygon: string;     optimism: string;     bsc: string;     arbitrumOne: string;     mantle: string;     zora: string;     base: string;     goerli?: undefined;     mumbai?: undefined;     fuji?: undefined;     ... 6 more ...;     ethereumSepolia?: undefined; } | {     ...; }   ",['https://i.sstatic.net/XaZSO.png']
77696958,"How can I resolve ""Low disk space"" errors of Ubuntu system on VM","I have a problem that ""low disk space on filesystem root"" of Ubuntu system on VMware. I tried to solve it from many tutorials but it didn't work well.   ","['https://i.sstatic.net/MswJj.png', 'https://i.sstatic.net/b1oE9.png']"
77695363,"Returning array of strings in C++, length and corruption","I'm a .NET guy, diving into the realm of C++/micro-controller stuff. The following is a mockup of what I'm trying to do. I have a method which a value is passed in, and based on that value I want to return a different hard-coded array of strings. When I step through this, my function in main() seems to work, and it looks like I'm returning the proper type in the function. I can set a breakpoint and see files[0] is the expected string, files[1] is the expected string, etc. I can step through the loop and set a watch for files[i] and I see the appropriate string. All is good there. So two questions: How do I get how many elements are in the array? From reading a million posts, it seems like I'm not able to do this, right? Do I just need some end string (empty string, for example) that I need to check through as I loop through? Second, you'll notice I have the printf() commented out. When I had that enabled, after stepping through the printf(), it would change the contents of the string, and I don't understand why it's doing that. See images for the before/after of the step-through and the result of the watches. I thought it might be because the strings aren't implicitly terminated with a \0, but that had no effect. #include <cstdlib> #include <cstdio>  const char** GetSoundCategory(int category) {     const char* FILES1[3] = {         ""/myfile1.mp3"",         ""/this_is_my_file.mp3"",         ""/myfile9.mp3""     };      const char* FILES2[2] = {         ""/I love S.E.mp3"",          ""/please_help_me.mp3""     };         const char** ptr = nullptr;      switch (category)     {         case 1:             ptr = FILES1;             break;         case 2:             ptr = FILES2;             break;     }     return ptr; }  int main() {     const char** files = GetSoundCategory(2);     constexpr int number_of_files = 3;      for (int i = 0; i < number_of_files; i++)     {         //  printf(""%s\n"", files[i]);     } }  Before printf:  After printf:  ","['https://i.sstatic.net/4YQ66.png', 'https://i.sstatic.net/WqVc1.png']"
77690865,"Visual Studio: Get message ""You are debugging a Release build ..."" back - after click ""Don't ask me again""","I started a debugger session on a Release configuration. Visual Studio kindly asked me, are you sure ... ""You are debugging a Relase build ... so may your breakpoints will not be hit"" - see screenshot. Thanks to ""You are debugging a release build"" when debug is selected - I was able to ""steal"" the screenshot of the message.  I clicked by accident on ""Continue debugging (Don't Ask Again)"" :-( My question is how can I get the message back, so revoke my ""Don't ask again"". I checked the settings of Visual Studio, but I don't see / find the relevant settings entry. Has anyone an idea? many thanks.  ","['https://i.sstatic.net/hCG6A.png', 'https://i.sstatic.net/u31Pc.png']"
77687482,How do I get rid of extra information in a .s file?,"When I use godbolt, I get a nice .s file containing only the assembly instructions, but when I use one of my toolchains, I get a lot of extra stuff I don't need for my project.  Anyway to get the same result as godbolt's? ","['https://i.sstatic.net/VEgIl.png', 'https://i.sstatic.net/4bgve.png']"
77687150,Difference between Math.prod() and numpy.prod() functions,"I was solving one question from code wars where i need to multiply all elements of array/list. in for few arrays i found numpy.prod function is showing 0 as result and math.prod() was working fine. Why is it happening, Please tell me some one. -Code- import numpy as np import math as mt n =  [943, 129, 891, 767, 363, 837, 948, 451, 469, 250, 754, 638, 212, 484, 871, 812, 373, 164, 367, 405, 457, 837, 956, 344, 137, 982, 750, 699, 779, 395, 490, 636, 60, 511, 610, 957, 951, 802, 304, 771, 896, 289, 786, 228, 991, 596, 734, 68, 171, 633, 361, 955, 158, 516, 117, 978, 960, 393, 487, 520, 822, 740, 563, 729, 983, 493, 897, 392, 24, 110, 474, 380, 800, 904, 566, 279, 632, 87, 111, 735, 423, 195, 927, 642, 203, 721, 520, 272, 10, 198, 314, 436, 707, 601, 919, 964, 928, 775, 720, 505, 605, 777, 726, 625, 13, 755, 519, 225, 695, 256, 693, 636, 221, 981, 475, 743, 839, 759, 179, 907, 135, 429, 929, 411, 718, 291, 204, 112, 52, 830, 415, 442, 15, 345, 928, 214, 774, 615, 539, 67, 64, 390, 147, 54, 199, 641, 626, 376, 668, 105, 265, 97, 705, 447, 57, 728, 914, 546, 407, 595, 670, 848, 661, 231, 407, 340, 572, 490, 712, 873, 993, 391, 394, 556, 192, 223, 606, 850, 248, 31, 948, 956, 818, 905, 760, 39, 765, 930, 891, 735, 809, 915, 168, 313, 531, 995, 865, 574, 575, 357, 977, 372, 859, 790, 455, 280, 232, 454, 262, 480, 328, 217, 685, 94, 501, 994, 290, 643, 894, 640, 577, 189, 276, 580, 506, 853, 234, 573, 650, 734, 345, 717, 690, 524, 488, 256, 532, 95, 840, 498, 337, 236, 140, 381, 813, 406, 888, 817, 907, 1000, 234, 891, 149, 140, 874, 886, 628, 852, 936, 927, 720, 799, 155, 667, 928, 476, 929, 454, 178, 294, 635, 965, 117, 391, 274, 595, 971, 376, 47, 302, 960, 737, 195, 945, 322, 826, 885, 471, 438, 246, 165, 616, 390, 901, 155, 820, 908, 826, 749, 229, 453, 361, 416, 984, 601, 885, 363, 976, 698, 287, 291, 584, 932, 647, 515, 303, 772, 22, 694, 214, 110, 522, 111, 506, 337, 536, 864, 633, 387, 328, 965, 277, 818, 873, 611, 525, 682, 992, 426, 523, 630, 107, 99, 584] print(""Numpy : "",np.prod(n)) print(""Maths : "",mt.prod(n))  -Result- Numpy :  0 Maths :  9575665864810493844667714567444798316205216468142095832649601936629764520270887668646481379389194147905331211758346524539262213670625412244024619091515692719252967714866526789639982772239704213515684602761660702249034021236662153349265727972389557221555445232297033724556787723408401708640747651267620102089898942014077100325570468634529981473248956003154207596171124685882714627577896952180619050139544098351500113466815298558108414453940308828762824118553117486769907457272507063968884583760468547778133850807288783239096992690137056397021722007347391417239975328700917044741805620734206838042081115366334253785922243447147624758597525029948657966966120485226799240493034346020198237595584699908112730872008595256528060608874997455975932768144502885012138842958714015668546266076271308048729163830394880000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000   ",['https://i.sstatic.net/XDBo2.png']
77686492,Is there a way to run the sql script with execute statement without declaring a table,"I have a primary table in my db as below  Also I have 6 tables in my db namely Table_1, Table_2, Table_3, Table_4, Table_5 and Table_6 (with all same columns) . Example shown below  Now, I want to combine tables where i have a condition. Condition is whenever primary_table has a consider 'Yes', only then that number is considered. In this example 2,3 and 4 from primary_table (number column) are considered so Table_2,Table_3 and Table_4 are taken and combined. I have a written a query(say Q1.sql) for this and this works fine. But the issue is after I execute Q1.sql, i need to copy paste that contents into another window and then execute. Q1.sql below SET NOCOUNT ON; DECLARE @table_name nvarchar(max) = 'TABLE_'  DECLARE @table_variable table (id int identity(1,1), num int)  insert into @table_variable select number from primary_table where consider in ('Yes')  declare @intflag int, @nrows int, @tab1 nvarchar(max), @dec_var nvarchar(max) = '', @uni nvarchar(max) = ''  select @nrows = count(number) from primary_table where consider in ('Yes') set @intflag = 0  while (@intflag <= @nrows)  begin   select @tab1 = concat(@dec_var, Char(13), N' if (Exists ( Select * from information_schema.tables where TABLE_NAME in (''',@table_name,num,'''))) BEGIN insert into @tabs select col1 from ',@table_name,num, ' END', CHAR(13), @uni) from @table_variable where id = @intflag    set @intflag = @intflag + 1    set @uni = case               when @intflag < @nrows then ''               when @intflag >= @nrows then 'select * from @tabs'               end                set @dec_var = case                          when @intflag = 1 then 'Declare @tabs table (col1 int)'                         when @intflag >= @nrows then ''                         end                print (@tab1)  END  GO  SET NOCOUNT OFF;  After I execute above , i get below   Declare @tabs table (col1 int)  if (Exists ( Select * from information_schema.tables where TABLE_NAME in ('TABLE_2'))) BEGIN insert into @tabs select col1 from TABLE_2 END    if (Exists ( Select * from information_schema.tables where TABLE_NAME in ('TABLE_3'))) BEGIN insert into @tabs select col1 from TABLE_3 END    if (Exists ( Select * from information_schema.tables where TABLE_NAME in ('TABLE_4'))) BEGIN insert into @tabs select col1 from TABLE_4 END select * from @tabs    Then I Need to copy the above contents in another window and then execute. My question is , the moment I execute Q1.sql, I need to get the output (there is no need to copy the contents in another window). However I tried to replace print (@tab1) with exec(@tab1),but getting error . Can anyone help? Not sure what wrong I am doing here ","['https://i.sstatic.net/Za97I.png', 'https://i.sstatic.net/n6nxK.png']"
77683304,Variable scope and shadowing in C++ functions and for loops,"Why does this program print ""Hello World""? Undefined behaviour in print function? #include <iostream>  void print(int i) {     for (int i = i; i<1; i++) {         std::cout << ""Hello World"" << ""\n"";     } }  int main() {     int i = 1;     std::cout << ""i = "" << i << ""\n"";     print(i);     return 0; }  https://godbolt.org/z/Tfahsq1Kv  ",['https://i.sstatic.net/l0FXf.png']
77682602,Flutter Firebase Firestore Collection snapshot cannot find any documents when there clearly is one,"I'm trying to list out all documents of a collection and, for some reason, it does not find any when there clearly is one. Here is the structure of my database:  And here is my code: QuerySnapshot<Map<String, dynamic>> historySnap = await firebaseManager.db         .collection(""test_history"")         .get(); log(historySnap.size.toString());  The above code prints out ""0"", when it should be ""1"". However, in another method, I have this code: QuerySnapshot<Map<String, dynamic>> docSnap = await firebaseManager.db         .collection(""test_history"")         .doc(""driverslicense_exam"")         .collection(""jules"")         .get(); log(docSnap.size.toString());  And it perfectly reads the path and gets the documents of the ""jules"" collection. Am I missing something? ",['https://i.sstatic.net/xSUUn.png']
77681798,Querying Nested Firebase Realtime DB through a specific value,"I have a project with an authentication via Firebase and the Firestore. I get from an external API realtime health data from users, which is then stored in the Realtime DB (which includes an userAccessToken which I know for each user). The problem now is that I cannot query the users data, as their userAccessToken is deeply nested: All top nodes from the API:  - First node and all first children expanded:  What possible solutions are there to get the data for that specific user only through the userAccessToken? I tried, indexing the DB, however this is was not possible because of the nesting and each user having a uniq identifier as first child. I could retrieve all data from the ""ACTIVITY-Activities"", and tried to do the filtering client side, this was due to performance not a solution (it did not finish after 30min). ","['https://i.sstatic.net/18m4R.png', 'https://i.sstatic.net/eTmPr.png']"
77679289,conditional typescript properties,I want to refactor this code to make it behave like this: if an object has path it cannot have **items ** and if it has items it cannot have path interface NavItemBase {   title: string; }  export interface NavItem extends NavItemBase {   path: string; }  export interface NavItemDropdown extends NavItemBase {   items: (NavItem | NavItemDropdown)[]; }  export type NavbarContent = (NavItem | NavItemDropdown)[];  I want vs code to not show items as possible field in case path is present and vice verca  ,['https://i.sstatic.net/WP2xm.png']
77678151,Writing bytes in client less than expected,"I'm trying to use a UDP socket in C++ to send data between a client and server as a project in my university. The file I'm trying to send is an HTML document called s.html. It's 1,814,247 bytes in size. When the file is sent, I see two different numbers at the client, the first one is the total number of bytes received minus the size of the header of each packet - which is 8 bytes. It says that I received 1,814,239 bytes ""the number written at the right terminal"". So, there are 8 bytes that are missing in the receive from function.  The bigger issue is when I try to inspect the file size in its directory, it gives me 1,810,500 bytes, which is far away from the real number.  The structs of packets, data packet and acknowledge packet: struct ack_packet {     uint16_t chsum;     uint16_t len;     uint16_t ackno; }; struct packet {     uint16_t chsum;     uint16_t len;     uint16_t seqno;     uint16_t finished;     char data[500]; };  Here is the code of the server part of interest, if not enough for you to understand the problem, tell me and I'll just upload the whole code. const size_t chunkSize = 500; for (uint16_t seqno = 0; seqno < fileSize / chunkSize; ++seqno) {     packet pkt;     pkt.seqno = (seqno);     pkt.len = (chunkSize+8);     pkt.chsum = 88; // random now     pkt.finished = 88; // not 1     memcpy(pkt.data, fileContent.data() + seqno * chunkSize, chunkSize);     if(seqno == fileSize / chunkSize - 1 && fileSize % chunkSize == 0)         pkt.finished = 1;      /**      * The real business starts*/      ssize_t b = sendto(newSock, &pkt, pkt.len, 0, &clntAddr, clntAddrLen);      if(b < 0)          perror(""sendto() failed"");      ack_packet receivedPacket{};      recvfrom(newSock, (void*)&receivedPacket, 6, MSG_WAITALL,&clntAddr, &clntAddrLen);      if((receivedPacket.ackno) != seqno){          seqno--;       } } size_t lastChunkSize = fileSize % chunkSize; if (lastChunkSize > 0) {     packet pkt;     pkt.seqno = fileSize / chunkSize; // Finished     pkt.len = (lastChunkSize);     memcpy(pkt.data, fileContent.data() + fileSize / chunkSize * chunkSize, lastChunkSize);     pkt.chsum = 0;     pkt.finished = 1;     ssize_t b = sendto(newSock, &pkt, pkt.len, 0, &clntAddr, clntAddrLen);     if(b == lastChunkSize)         cout << ""Success size"" << endl;         ack_packet receivedPacket;         recvfrom(newSock, (void*)&receivedPacket, 2, MSG_WAITALL, &clntAddr, &clntAddrLen);         cout << ""Acknowledged message "" << receivedPacket.ackno << endl;  }  Here is the code of interest in the client: int s = 0; struct sockaddr temp{}; socklen_t sz; uint16_t waiting_for_package_x = 0; while(true){     packet receivedPacket{};     numBytes = recvfrom(sock, (void*)&receivedPacket, 508, MSG_WAITALL,                         &temp, &sz);     s+=numBytes-8;     if (numBytes < 0)         DieWithSystemMessage(""recvfrom() failed"");     if(receivedPacket.seqno != waiting_for_package_x){         cout << receivedPacket.seqno << "" "" << waiting_for_package_x << endl;         exit(-1);     }     waiting_for_package_x++;     outputFile.write(receivedPacket.data, receivedPacket.len-8);     ack_packet ackPacket{};     ackPacket.chsum= (0);     ackPacket.ackno= (receivedPacket.seqno);     ackPacket.len = (6);     sendto(sock, &ackPacket, 6,                0, &temp, sz);     if(receivedPacket.finished == 1)         break; }  s is the variable that tells me in the client how many bytes are received. I suspected the write function in the ofstream to be ignoring some of the write operations, maybe because it has some sort of internal buffer that was filled during some of the receives. However, I think that this is not right. ","['https://i.sstatic.net/3KnUx.png', 'https://i.sstatic.net/37A41.png']"
77677015,Why does it give null error when the value is there,"In my code in flutter App, although Jason has a value and is not empty, it gives a null error. What is the reason for this? Error: _TypeError (type 'Null' is not a subtype of type 'String')  the Future is:  ","['https://i.sstatic.net/jFovz.png', 'https://i.sstatic.net/TyBQK.png']"
77675903,Visual Studio Code Incorrectly Highlights Errors,"I've just began developing using React & Next.js and more, and I'm using a website template which runs perfectly fine, I see my results and everything functions. Meanwhile, in the editor, I get a variety of errors on code that functions perfectly. Errors: JSX element implicitly has type 'any' because no interface 'JSX.IntrinsicElements' exists.ts(7026) Cannot find module '@heroicons/react/24/outline' or its corresponding type declarations.ts(2307) Cannot find module 'react' or its corresponding type declarations.ts(2307)  I've tried to problem solve, I've installed ESLint and TypeScript, I've tried messing around with my tsconfig which didn't do much good, I've updated to the newest version, and I simply can't get it to accept that this code works. How do I get it to properly handle this code? ",['https://i.sstatic.net/bhLMb.png']
77674418,Issue connecting to SQL Server database from second project,"I have a Blazor Server Side project and a separate API project in my solution. I'm encountering an issue when trying to connect to a SQL Server database from the API project. The connection works fine from the Blazor project, but I get the following error when attempting to establish a connection in the API project:  System.InvalidOperationException: 'Internal connection fatal error.'   Both projects are part of the same solution. The Blazor project successfully connects to the SQL Server database using the same connection string. I'm using the System.Data.SqlClient namespace for database connectivity. The API project runs independently, and other functionalities work as expected.  ","['https://i.sstatic.net/rk3Nb.jpg', 'https://i.sstatic.net/FbKdd.jpg']"
77671053,Internal terminal not working on macos vscode,"Im new into programming and at the moment im learning c. On my macbook I have a problem when trying to run my code, i can´t use the internal console in vscode. If I use the external terminal from macos everyting works fine.   I tried using C/C++ code runner but that didnt help. Somebody had the same problem and is able to help me? ","['https://i.sstatic.net/NUT83.png', 'https://i.sstatic.net/xsm7o.png']"
77670443,Swift can't find text file from XCode bundle,"Trying to learn Swift: seemingly a very simple problem, solution copied from accepted Stack Overflow answers, but the text.txt and real.txt files are never found. The path constant is always set to nil. I also tried code with filename of just ""text"" and ofType: ""txt"", and with the .url() instead of .path() I looked into the project build directory, the .txt files are never copied there. What simple knowledge am I missing?  ",['https://i.sstatic.net/rIpgJ.png']
77667293,VBA - I can't paste the values of an array in a excel worksheet range,"In my workbook I have a table with 648K records, I made an iteration to fill an array that I'll use to fill the first column of the table, when I print the values in the range that I want to modify the result only brings the first record of the array: Private Sub addSuffix()  Dim pasteRange As Range Dim r, totalRecords As Double Dim assy, currentRange, array_suffix() As String  totalRecords = WorksheetFunction.CountA(Worksheets(""Where Used Top Parent (Table)"").Range(""A:A"")) - 2          ReDim array_suffix(totalRecords)          r = 2     assy = Worksheets(""Where Used Top Parent (Table)"").Cells(r, 3).Value          Do While assy <> """"                  array_suffix(r - 2) = getSuffix(assy)              r = r + 1     assy = Worksheets(""Where Used Top Parent (Table)"").Cells(r, 3).Value     Loop      'This for was a test only the be secure that I was returning the values correctly     For i = 0 To 10     Debug.Print (array_suffix(i))     Next '**********************************************************************************          currentRange = ""A2:A"" & CStr(totalRecords + 2)     Worksheets(""Where Used Top Parent (Table)"").Range(currentRange).Value = array_suffix()  End Sub    What is the correct way to publish the values of my array in the table?? I reed other similar questions but I can't reach the root cause of my error. ","['https://i.sstatic.net/sBrHQ.png', 'https://i.sstatic.net/LDySl.png']"
77658415,"nginx: [emerg] SSL_CTX_use_certificate(""/usr/local/etc/nginx/server.crt"") failed (SSL: error:0A00018F:SSL routines::ee key too small)","I have installed nginx using the command ""brew install nginx"" with latest version 1.25.3 Now when I try to run nginx I got the below error,  nginx: [emerg] unknown directive ""ssl"" in /usr/local/etc/nginx/nginx.conf:44  Luckily I have resolved the above error by editing in nginx.conf file as seen in the screenshot,  **After this when I try to run nginx again, I got the below new error, which I could'nt able resolve. **  nginx: [emerg] SSL_CTX_use_certificate(""/usr/local/etc/nginx/server.crt"") failed (SSL: error:0A00018F:SSL routines::ee key too small)  I request if anyone knows please guide me here how to resolve this error to run nginx successfully. If you guys know how to download particular nginx verison, please let me know, I will try that too. Thank you! I tried by replacing nginx.conf file. I tried to replace server.key and server.crt files. I tried to change the nginx version, but I could not able to downgrade or change nginx version from any command. I tried to uninstall and install nginx again. ",['https://i.sstatic.net/J9tw8.png']
